FEINumber,LegalName,AddressLine1,AddressLine2,City,StateCode,State,ZipCode,CountryCode,CountryName,Region,ProductType,Center,ActionType,ActionTakenDate,FiscalYear,CaseInjunctionID,FirmProfile
3004953028,Jones Affiliated Inc.,17202 Marquardt Ave,,Cerritos,CA,California,90703-1022,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-08-23,2022,639035,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004953028
3013596761,VISVITA CORPORATION,628 N Gilbert St,,Fullerton,CA,California,92833-2555,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-08-23,2022,633747,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013596761
3003714169,Harouts Inc. dba Brewing Market Coffee,5775 Arapahoe Ave,,Boulder,CO,Colorado,80303-1331,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-04-25,2024,682451,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003714169
3003715661,Grupo Alimentario Del Atlantico S.A.,Calle 1 No. 38-121 Zona Industrial,,Barranquilla,,,,CO,Colombia,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2009-12-23,2010,79364,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003715661
3010083002,"MN Emu, LLC",24200 Fairwood Ln,,Nevis,MN,Minnesota,56467-4218,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-02-23,2018,543014,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010083002
3003732365,"Cookies-n-Milk, LLC",181 Industrial Blvd,,Mckinney,TX,Texas,75069-7220,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-04-22,2024,672621,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003732365
3009488728,"Fortune Food Product, Inc.",1821 S Canalport Ave,,Chicago,IL,Illinois,60616-1027,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2020-09-15,2020,88,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009488728
3003736904,B & I Overseas Trading Inc.,7712 Densmore Ave,,Van Nuys,CA,California,91406-1919,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-06-02,2017,521667,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003736904
3011940632,Perfectly Posh,222 S Main St Ste 1600,,Salt Lake City,UT,Utah,84101-2277,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-06-02,2017,520135,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011940632
3008204695,"Drucker Labs, LP",1600 Capital Ave Ste 100,,Plano,TX,Texas,75074-1213,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-12-20,2014,336501,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008204695
3008490119,"Star Scientific, Inc.",4470 Cox Rd,,Glen Allen,VA,Virginia,23060-6746,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-12-20,2014,410094,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008490119
3008853018,"HBB, LLC",1837 Harbor Avenue,,Memphis,TN,Tennessee,38109,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-28,2011,157572,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008853018
3004340008,Merex Inc,78 Bull Head Road,,Cape Sable Island,,,,CA,Canada,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2011-07-28,2011,200652,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004340008
3005577784,"BCS African Wholesale Food Supply, LLC",7340 Brooklyn Blvd,,Brooklyn Park,MN,Minnesota,55443-3301,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2011-07-28,2011,59,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005577784
3011056111,Hampton Farms LLC,32126 General Thomas Hwy,,Franklin,VA,Virginia,23851-5146,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-03-23,2012,280438,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011056111
3003791996,"Trafon Group, Inc.","Mercado Central, Calle C, No. 1229","Zona Portuaria, Puerto Nuevo",San Juan,PR,Puerto Rico,00920,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-03-23,2012,286917,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003791996
3010099388,Seamus LLC,6965 Gateway Ct,,Manassas,VA,Virginia,20109-7302,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-05-18,2015,445104,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010099388
3003806005,Brower Enterprises,1002 E 5th St,,Canton,SD,South Dakota,57013-1925,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-09-09,2013,394702,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003806005
3003807064,Pearson Foods Corporation,1024 Ken O Sha Ind Park Dr Se,,Grand Rapids,MI,Michigan,49508-8217,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-10-26,2017,506517,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003807064
3007904320,Crispy Delight Corp.,3521 41st St,,Long Island City,NY,New York,11101-1413,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-09-06,2019,585315,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007904320
3003809131,"Maros Group, LLC, DBA Mama Rose's Gourmet Foods",3434 W Earll Dr,,Phoenix,AZ,Arizona,85017-5284,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-07-13,2009,63184,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003809131
3027690396,Carbon Fire,7733 Forsyth Blvd,4th Fl,Saint Louis,MO,Missouri,63105-1817,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-03-01,2024,664700,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3027690396
3010816717,"LA SUCURSAL PRODUCE, INC",1318 E 7th St Ste 40,,Los Angeles,CA,California,90021-1123,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-03-01,2024,673621,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010816717
3003809882,Mezotrace Corporation,415 Wellington St,,Winnemucca,NV,Nevada,89445-2866,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-07-25,2014,412687,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003809882
3005663341,"AMS Health Sciences, LLC",711 Ne 39th St,,Oklahoma City,OK,Oklahoma,73105-7219,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-07-25,2014,422686,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005663341
3004257616,Gadre Marine Export Pvt. Ltd.,"Plot No 130/1, Holiday Home Road",,Malia Hatina,,,,IN,India,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2014-01-16,2014,418122,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004257616
3003815957,New Spirit Naturals Inc.,615 W Allen Ave,,San Dimas,CA,California,91773-1447,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-05-07,2020,595025,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003815957
3003820604,Southern Coast Enterprises,10409 Tucker Rd,,Ocean Springs,MS,Mississippi,39565-7919,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-25,2018,547377,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003820604
3006806587,"MBDR Foods, LLC",1044 Schoolview Dr,,Marshfield,MO,Missouri,65706,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-02-02,2017,516352,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006806587
3003848038,"Natural Energy Products, Inc.",6990 Nw 82nd Ave,,Miami,FL,Florida,33166-2765,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-05-16,2017,514515,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003848038
3004650810,Bakkavor Foods USA Inc.,2700 Westinghouse Blvd,,Charlotte,NC,North Carolina,28273-0113,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-08-08,2022,630545,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004650810
3003849781,Mina Global Trading Corp,53 Idaho Ln,,Matawan,NJ,New Jersey,07747-1530,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-08-08,2022,636140,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003849781
3009701075,Chamberlain Farms Inc.,5884 W 200 S,,Owensville,IN,Indiana,47665,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-12-14,2013,355358,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009701075
3003858180,"Raca Enterprises, Inc. dba Life Cycle Herbal Products",2746 Durfee Ave Ste K,,El Monte,CA,California,91732-3471,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-12-14,2013,356718,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003858180
3005049314,C & B Croissants Corporation,1339 W Gaylord St,,Long Beach,CA,California,90813-1320,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-03-09,2017,518530,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005049314
3022705823,NYUMBANI HAKUNA MATATA LLC,189 Hertel Ave,,Buffalo,NY,New York,14207-2151,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-12-23,2025,699085,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3022705823
3003867915,By George Food Specialties Inc.,1149 State Route 50,,Ballston Lake,NY,New York,12019-1922,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-12-23,2025,697738,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003867915
3013305901,"Guangzhou Sinocon Food Co., Ltd.",Aotou,"No. 238 Zheng'Ao Road; Town, Conghua",Guangzhou,,,,CN,China,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2024-12-23,2025,692652,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013305901
3022088550,Rey de los Camarones S.A.,"Kilometer 9 Of The New Road To Leon, In Front Of The New York Motel, Barrio Xavier Gruta",,Ciudad Sandino,,,,NI,Nicaragua,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2024-12-23,2025,695816,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3022088550
3016484598,PREMIUM FRESH GROWERS LLC,4900 W Expressway 83 Ste 202,,Mcallen,TX,Texas,78501-3051,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-12-23,2025,698646,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3016484598
3010328817,NVN Therapeutics,5200 W Century Blvd,Suite 890,Los Angeles,CA,California,90045-5928,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-01-02,2014,409328,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010328817
3007725061,MN Airlines LLC (dba) Sun Country Airlines,3707 N Harbor Dr Ste 126,,San Diego,CA,California,92101-1080,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-08-18,2010,120209,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007725061
3008433573,Mid States Services Inc,1080 Highway 29 N,,Athens,GA,Georgia,30601-1124,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2010-08-18,2010,122728,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008433573
3003871645,Mn Airlines Llc,1300 Mendota Heights Rd,,Mendota Heights,MN,Minnesota,55120-1128,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-08-18,2010,120209,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003871645
3003875107,Cracovia Co,2365 E Linden Ave,,Linden,NJ,New Jersey,07036-1142,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-10-18,2012,204032,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003875107
3008442043,Jensen Farms,31 N Cline,,Granada,CO,Colorado,81041,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-10-18,2012,231895,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008442043
3015775034,Barohup Inc.,309 Rathbourne,,Irvine,CA,California,92620-0237,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-08-29,2024,681282,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015775034
3007238100,Cali Rice Valley Inc.,1950 Innes Ave Ste 4-7/9-13,,San Francisco,CA,California,94124-1627,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-05-29,2020,605184,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007238100
3009517967,Henrys Farm Inc.,5500 Fair Oaks Ln,,Woodford,VA,Virginia,22580-9635,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2016-03-03,2016,286,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009517967
3005051716,"Universal Formulas, Inc.",7136 E N Ave,,Kalamazoo,MI,Michigan,49048-9758,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-03-03,2016,472426,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005051716
3003887109,Fioravanti Custom Products,2211 Nw Nicolai St,,Portland,OR,Oregon,97210-1808,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-11-21,2015,431163,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003887109
3023834890,"Noble Elements, LLC",1621 Central Ave,,Cheyenne,WY,Wyoming,82001-4531,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-01-30,2023,643745,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3023834890
3023834162,"Dr. Green Mom, LLC",4540 E Mazatzal Dr,,Cave Creek,AZ,Arizona,85331-2207,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-01-30,2023,644546,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3023834162
3009020427,Organic Heirloom Plants,51594 Boston Rd,,Hancock,MI,Michigan,49930-9407,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-01-30,2023,643997,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009020427
3004344502,"Schreiber Foods, Inc. Corporation",2924 Wyetta Dr,,Beloit,WI,Wisconsin,53511-3964,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-01-30,2023,645766,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004344502
3003901837,"EuroPharma, Inc.",955 Challenger Dr,,Green Bay,WI,Wisconsin,54311-8348,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-04-24,2013,373198,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003901837
3012077395,Performance Nutrition Formulators LLC,100 Tec St Unit B,,Hicksville,NY,New York,11801-3650,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-18,2018,543959,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012077395
3009865658,"Rico-Perez Products, Inc.",2295 Coral Way,,Coral Gables,FL,Florida,33145-3508,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-18,2018,547180,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009865658
3014298241,"Pharmacy Direct, PDU",8 The Grn Ste 5871,,Dover,DE,Delaware,19901-3618,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-18,2018,548625,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014298241
3014298247,GliSODin Skin Nutrients,503-639 Queen Street,,West Toronto,,,,CA,Canada,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2018-05-18,2018,552094,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014298247
3014297581,Sunergized LLC,217 Woodbury Rd # 84,,Woodbury,NY,New York,11797-6004,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-18,2018,548703,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014297581
3014297051,Napa Valley Bioscience,2118 Wilshire Blvd,,Santa Monica,CA,California,90403-5704,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-18,2018,548342,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014297051
3014298249,CV7 Holdings LLC,1818 Sw 1st Ave Fl 11,,Miami,FL,Florida,33129-1179,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-05-18,2018,552109,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014298249
3013327137,"National Food Industries, LLC",National Industries Park,Plot No. Tpo 10422,Dubai,,,,AE,United Arab Emirates,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2022-08-18,2022,633740,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013327137
3003912980,"Juices International, Inc.",1142 Nostrand Ave,,Brooklyn,NY,New York,11225-5414,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2011-01-03,2011,25,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003912980
3003918791,"Aluwe, LLC",6909 Magda Dr.,,Osseo,MN,Minnesota,55369-5639,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-11-30,2010,80024,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003918791
3007932929,Hyde Park Holistic Center,1192 Gavinwood Pl,,Decatur,GA,Georgia,30033-3781,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-11-30,2010,83565,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007932929
3008003126,Www.ayurvediccure.com,921 Sector 7,,Panchkula (haryana),,,,IN,India,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2010-01-26,2010,89004,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008003126
3011606714,"Quality Supplement Manufacturing, Inc.",300 N Macarthur Blvd,,Oklahoma City,OK,Oklahoma,73127-6617,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-12-13,2023,637182,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011606714
3014720535,Ada Teff,415 S Yale Dr,,Garland,TX,Texas,75042-6942,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-12-13,2023,646410,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014720535
3011282461,"Antonio Mineiro e Andrade, Lda",Canada Conceicao Das Vinhas,Rabo De Peixe S/N,Ribeira Grande,,,,PT,Portugal,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2016-06-28,2016,497017,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011282461
3007566615,Guilin Hospital of Sino - western Medicine,Department Of Tcm,Gui Da Road,Guilin,,,,CN,China,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2009-05-26,2009,61143,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007566615
3004433822,"Pinnacle Labs International, Inc.",284 Industry Way,,Upland,CA,California,91786-4569,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-06-19,2014,397702,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004433822
3010215396,Besa ehf,Bakkalag 17,,Grindavik,,,,IS,Iceland,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2017-01-05,2017,512651,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010215396
3011237776,Compania Pesquera Charly Sociedad Anonima - COPESCHARLY S.A.,Calle Principal Al Colegio Inhco,"Sandino Neighborhood Main Street To The School Inhco, Bilwi",Puerto Cabezas,,,,NI,Nicaragua,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2017-01-05,2017,509797,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011237776
3010621911,Nutrishop of Brick Inc.,323 Brick Blvd,,Brick,NJ,New Jersey,08723-6075,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-02-24,2017,511301,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010621911
3004003923,"5000 Years Foods, Inc.",984 Lee St,,Des Plaines,IL,Illinois,60016-6513,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-01-27,2022,617797,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004003923
3004006140,"Enzymology Research Center, Inc.",332 West St N,,Miltona,MN,Minnesota,56354-8256,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-03-26,2020,604613,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004006140
3004006231,"Monogram Food Solutions, LLC",605 Kesco Dr,,Bristol,IN,Indiana,46507-8980,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-07-24,2009,60743,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004006231
3004006408,Golden Pacific Foods Inc.,13895 Magnolia Ave,,Chino,CA,California,91710-7028,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-07-29,2010,106045,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004006408
3004014847,"Excelsior Alchemy, Inc.",1310 W Drivers Way Ste 120,,Tempe,AZ,Arizona,85284-1036,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-07-23,2013,380299,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004014847
3010336687,Swiss Mountain View Egg Farm,249 Steffy Rd,,Ramona,CA,California,92065-3524,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-02-03,2014,414562,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010336687
3015469988,"International Desserts & Delicacies, Inc.",4700 District Blvd,,Vernon,CA,California,90058-2714,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-06-16,2009,57002,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015469988
3007402882,Rainbow Acres Farm,26 S Kinzer Rd,,Kinzers,PA,Pennsylvania,17535-9766,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2012-02-03,2012,163,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007402882
3014165298,Source-Omega LLC,260 E Forest Ave,,South Lebanon,OH,Ohio,45065-1312,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-08-08,2023,652322,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014165298
3015401107,"LEAF OF LIFE, LLC",4419 S Kingshighway Blvd,,Saint Louis,MO,Missouri,63109-2426,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-08-04,2022,619191,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015401107
3004048423,Smoked Salmon Unlimited,Fish Island,Stour Road,London,,,,GB,United Kingdom,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2020-05-12,2020,607398,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004048423
3004048628,CORPORACION LOS HERMANOS,"411 Calle Paris, Esq. Calle America",Urb Floral Park,San Juan,PR,Puerto Rico,00917-3208,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-07-08,2009,55342,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004048628
3009154125,"BEK Catering, LLC dba Floppers Foods",28396 Al-181,,Daphne,AL,Alabama,36526,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-05-20,2014,429764,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009154125
3004057269,Bea Lydecker's Naturals Inc,15443 S Latourette Rd,,Oregon City,OR,Oregon,97045-9432,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-02-09,2022,616439,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004057269
3007769219,"Supplements To WeightLoss, LLC",P.O. Box 516,,Gaithersburg,MD,Maryland,20884-0516,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-09-03,2009,73523,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007769219
3004060910,Good Morning Seoul Corp.,Sangbongamdong 147 16,,Tongduchon,,,,,,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2014-11-10,2015,438857,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004060910
3004353269,Derek and Constance Lee Corp dba Great River Food,2442 Radley Ct,,Hayward,CA,California,94545-1127,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-11-16,2013,376558,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004353269
3004069158,"Sterling USA Nutraceuticals Lab, LLC",6739 San Fernando Rd,,Glendale,CA,California,91201-1704,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-11-16,2013,315019,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004069158
3004076362,H.E.A.L. Marketplace,360 Carpenter Rd,,Rutherfordton,NC,North Carolina,28139-8552,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-05-12,2023,646193,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004076362
3030280977,FUTURE BEST TRADING INC,1400 E Olympic Blvd,,Los Angeles,CA,California,90021-1937,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-10-10,2025,689940,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3030280977
3004080236,"GE Sing Kung Products (USA), Corp.",12061 Clark St,,Arcadia,CA,California,91006-5829,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-02-23,2009,45498,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004080236
3014810619,Yongdae Hwangtae Union Corp Daeryung,10-30 Wontongro74beon-Gil,Bung-Myeon,Inje,,,,,,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2025-01-16,2025,696743,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014810619
3009560186,El Maguey Dorado Corp.,196 W 25th St,,Hialeah,FL,Florida,33010-1608,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2025-01-16,2025,394,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009560186
3004098635,"Mai's Bakery, Inc.",1965 Potrero Grande Dr Ste I,,Monterey Park,CA,California,91755-7428,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-01,2011,183192,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004098635
3006730873,"Premium Gold Flax Products & Processing, Inc.",1321 12th Ave Ne,,Denhoff,ND,North Dakota,58430-9611,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-01,2011,135691,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006730873
3007540678,Buffalo Gills LLC,6801 Eastern Ave Ste 130,,Baltimore,MD,Maryland,21224-3043,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-11-26,2015,440121,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007540678
3004114003,American Lifestyle,640 Kreag Rd Ste 101,,Pittsford,NY,New York,14534-3737,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-10-27,2010,73203,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004114003
